0060928336_0380730138 0.777777777778
0060930535_0380730138 0.111111111111
0060930535_0452282152 1.0
0060934417_0060959037 -0.111111111111
0060934417_0142001740 0.555555555556
0060934417_0312195516 -0.8
0060934417_0316666343 1.0
0060934417_0375700757 0.777777777778
0060934417_0380730138 1.0
0060934417_0385720106 0.555555555556
0060934417_0385722206 1.0
0060934417_0446672211 1.0
0060934417_0452282152 0.111111111111
0060934417_0679781587 0.555555555556
0060934417_068484477X 1.0
0060959037_0375727345 0.555555555556
0060959037_044023722X 1.0
0060959037_0452282152 0.759256602365
0060959037_0679781587 0.777777777778
0060959037_1400031354 0.777777777778
0142001740_0316666343 0.777777777778
0142001740_0375700757 1.0
0142001740_0375727345 0.555555555556
0142001740_0385722206 0.555555555556
0142001740_0446607657 0.555555555556
0142001740_0449005615 0.555555555556
0142001740_0452282152 0.777777777778
0142001740_0679429220 0.777777777778
0142001740_0679781587 1.0
0312195516_0385720106 0.555555555556
0312195516_0446672211 1.0
0312195516_0671027360 1.0
0316666343_0375700757 -1.0
0316666343_0375727345 0.777777777778
0316666343_0380730138 1.0
0316666343_0446607657 0.777777777778
0316666343_0449005615 0.777777777778
0316666343_0452282152 1.0
0316666343_0671027360 1.0
0316666343_0679781587 -0.868243142124
0316666343_068484477X 1.0
0345417623_0380731851 0.555555555556
0345417623_0385504209 0.111111111111
0345417623_0440241073 -0.493208532481
0345417623_0671027360 0.777777777778
0345417623_0671027387 0.555555555556
0345417623_0671042262 0.111111111111
0375700757_0380730138 0.777777777778
0375700757_0679429220 0.777777777778
0375700757_0679781587 0.955779008722
0375700757_068484477X 0.777777777778
0375727345_0380730138 0.777777777778
0375727345_0385424728 0.333333333333
0375727345_044023722X 0.333333333333
0375727345_0446607657 1.0
0375727345_0449005615 1.0
0375727345_0452282152 0.777777777778
0375727345_0679781587 0.777777777778
0375727345_1400031354 1.0
0380730138_0385505833 1.0
0380730138_0385720106 0.777777777778
0380730138_0446611867 1.0
0380730138_0679429220 0.777777777778
0380730138_0679781587 0.555555555556
0380730138_068484477X 1.0
0380731851_0385504209 -0.515245770768
0380731851_0385505833 0.333333333333
0380731851_0440241073 1.0
0380731851_0446607657 1.0
0380731851_0446672211 1.0
0380731851_0671027360 0.777777777778
0380731851_0671027387 1.0
0380731851_0671042262 0.601910492616
0380731851_0971880107 -0.555555555556
0385424728_0385508042 0.777777777778
0385424728_0671027360 1.0
0385504209_0385508042 0.777777777778
0385504209_0385722206 0.777777777778
0385504209_0440241073 0.555555555556
0385504209_0449005615 0.555555555556
0385504209_0671027360 -0.895434421132
0385504209_0671027387 0.555555555556
0385504209_0671042262 1.0
0385504209_1400034779 -0.759256602365
0385505833_0385720106 0.777777777778
0385505833_0446607657 0.333333333333
0385505833_0446611867 1.0
0385505833_0446672211 0.333333333333
0385505833_0671027360 0.555555555556
0385505833_0671042262 0.333333333333
0385505833_0679429220 0.777777777778
0385505833_067976402X 0.111111111111
0385505833_0871136791 0.111111111111
0385505833_0971880107 0.111111111111
0385505833_1400031354 0.111111111111
0385508042_0440241537 1.0
0385508042_0671027360 0.777777777778
0385720106_0446611867 0.777777777778
0385720106_0446672211 0.555555555556
0385720106_0679429220 1.0
0385720106_0871136791 0.555555555556
0385722206_0679781587 0.777777777778
0385722206_068484477X 0.777777777778
0385722206_1400034779 0.333333333333
044023722X_0452282152 0.777777777778
044023722X_1400031354 -0.976187060184
0440241073_0440241537 1.0
0440241073_0446611867 0.777777777778
0440241073_0671027360 0.777777777778
0440241073_0671027387 1.0
0440241073_0671042262 0.555555555556
0446607657_0446672211 1.0
0446607657_0449005615 1.0
0446607657_0452282152 0.777777777778
0446607657_0671042262 0.470588235294
0446607657_0971880107 -0.555555555556
0446611867_0679429220 0.777777777778
0446611867_1400034779 0.777777777778
0446672211_0671042262 1.0
0446672211_0971880107 -0.555555555556
0449005615_0452282152 0.777777777778
0452282152_1400031354 1.0
0671027360_0671027387 0.777777777778
0671027360_0671042262 0.333333333333
0671027360_1400031354 0.555555555556
0671027360_1400034779 0.777777777778
0671027387_0671042262 0.555555555556
0671042262_0971880107 -0.555555555556
0679429220_0679781587 0.777777777778
067976402X_0871136791 1.0
0679781587_068484477X -0.691905363236
068484477X_0871136791 1.0
068484477X_0971880107 0.555555555556
0871136791_0971880107 0.555555555556
1400031354_1400034779 -1.0
