277107,081297106X,10
277171,0451173139,7
277179,0440414806,10
277187,0679745203,9
277195,0060391626,10
277195,0671021001,10
277195,1573221856,10
277237,038550926X,7
277427,002542730X,10
277427,0060542128,7
277427,0061009059,9
277427,0316776963,8
277427,0345413903,10
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,0399501487,9
277427,0425116840,8
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0446350982,9
277427,0446600415,10
277427,0446608890,10
277427,0452284449,6
277427,0553280368,9
277427,0553571656,10
277427,0679731148,9
277427,0743406176,8
277427,0743412028,9
277427,0743457943,8
277427,0786866845,10
277466,0380718340,7
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277623,002542730X,5
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277629,0380018179,8
277629,0385472943,8
277629,0425116840,6
277629,0440241073,8
277629,0671026682,7
277639,0380731851,6
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0553579754,7
277710,0061015725,4
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0553582763,6
277737,0440217520,8
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277928,0449908186,10
277928,0679751602,10
277928,0804105820,9
277937,0060934417,9
277937,0316168815,7
277937,0452283205,7
277937,0743225325,6
277937,0743237188,7
277969,0446527785,8
278026,0061009059,8
278026,0061031410,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0446527041,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0451206525,8
278026,0515130389,8
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,0743206045,7
278079,0385486804,8
278079,0440236053,5
278119,044661162X,9
278243,0156027321,8
278243,0375725784,7
278243,0671510053,8
278257,0451153553,8
278325,0440214041,7
278350,0312195516,9
278356,0312265859,7
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0671016768,8
278446,0743418190,6
278469,0316569321,7
278469,0446679593,6
278469,0743237188,7
