277470,0330312367,5
278107,0446605239,8
713,0753804700,10
938,0385335482,9
1830,0099387913,6
1830,0553572997,7
2345,1844262553,9
3032,0971880107,1
3177,1857022424,7
3261,0316666343,8
3930,8408043641,7
4131,0971880107,1
5333,0425154092,7
5333,0440213525,9
5604,0971880107,6
6142,1844262553,9
7893,0345439104,8
9487,0749397543,7
11400,0060958022,10
11400,0312195516,7
11400,0440222656,6
11400,0786868716,9
11477,0099771519,7
11687,0446672211,10
12080,0385722206,8
12619,0316601950,5
12619,0440241073,8
12982,0060958022,9
12982,0345369947,8
12982,0345370775,8
12982,0440206154,8
13071,0671003755,8
13221,0971880107,9
13347,8408043641,8
14079,0452282152,8
14354,0446672211,7
15264,0749397543,7
15369,0515133973,10
16043,0676973094,6
16155,0345361792,8
16155,0425154092,8
17065,0316666343,7
17559,0394281802,7
18527,0971880107,6
19780,0552996009,8
19935,0440211727,5
19935,0671038443,6
20119,0440213525,9
20119,0440222656,9
20347,0553271636,9
20347,1861976127,9
21176,8408043641,8
21777,0440213525,8
22650,0156027321,8
22712,1844262553,8
24926,0380730138,10
24926,0671021001,10
25957,3442433495,1
27442,1844262553,10
28658,0316666343,10
28735,0140071814,8
28735,0971880107,6
28804,0971880107,6
28956,0432534220,5
28993,0749395990,10
29189,0671027360,9
29694,0971880107,2
29702,0971880107,5
31021,0440214041,7
31230,1861976127,9
31303,0452282829,10
32083,0425175405,7
32173,0553250531,8
32652,0553572997,7
33517,0316666343,10
33517,0330332775,8
33532,0091867770,10
33888,0552998486,10
33888,0971880107,7
34148,0971880107,1
34223,0007110928,8
34242,0330312367,9
34244,0971880107,7
34349,0753804700,5
34377,0316666343,10
34377,0515133973,8
34597,0684872153,9
34994,0971880107,5
35006,0099245027,7
35033,0552996181,9
35040,0330485385,7
35407,3404148665,7
35413,0432534220,7
35433,3404148665,9
35513,0971880107,8
35865,0425175405,9
36417,0971880107,3
36582,0312195516,10
37293,0971880107,3
37810,0440206154,10
37822,0316666343,8
38657,0446605239,9
39268,0749397543,4
39440,0375707972,8
39664,0446672211,7
40012,0671011367,10
40105,0316666343,7
40216,0099800403,8
