276755,0451166892,5
276828,2253150711,7
276830,0440225825,9
276859,0836218833,10
276875,8817106100,6
276929,2266104535,2
276936,3596122279,5
276988,0671793489,8
277072,1573229571,9
277124,0440241073,9
277334,0006530400,6
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0804114986,5
277462,0312195516,10
277478,0552142379,8
277478,0752853694,10
277532,1550544683,7
277651,0743225406,8
277651,0771060548,10
277711,0553282980,5
277711,3937793003,8
277712,8817106100,9
277794,0440967694,8
278048,0316569321,7
278048,0345435168,5
278057,0553813021,10
278122,0375727345,10
278139,325722575X,8
278168,0749395699,7
278218,0060977493,7
278218,0140039589,7
278218,0349101779,10
278220,0671003755,8
278221,0440216745,7
278221,0553582755,9
278221,0804106304,9
278249,3596237874,6
278342,0671510053,8
278342,0743225406,8
278342,0771099894,9
278541,0142001740,9
278556,0671028375,7
278563,8873122933,10
278608,034073356X,10
278608,0340733578,10
278698,0440241073,10
278732,0786867647,8
278782,0553408453,7
278782,0860680649,5
8,0002005018,5
69,0676973655,3
91,0316769487,9
242,0553278223,10
242,3257208626,8
242,3257233051,9
242,3492045642,8
558,0446364193,8
628,3442724686,5
758,0140620109,9
758,3499234246,8
929,0440224624,6
929,0451169530,6
929,0553296981,10
929,0671617028,8
1025,0060928336,5
1025,0330306839,8
1025,0380012863,8
1025,0394404289,9
1025,0552124753,10
1025,0552996009,9
1025,0552998001,9
1025,068484267X,9
1025,0743225082,8
1025,0749397543,8
1046,0749336501,8
1235,0345378490,9
1249,0440226430,5
1249,0671004565,8
1249,0770428797,10
1294,0399145087,7
1330,3518368540,10
1343,0552996009,9
1343,0590660543,10
1424,0060512822,7
1424,0060930535,7
1424,0061015725,8
1424,0061097314,5
1424,0099771519,8
1424,0142001430,7
1424,0156001314,8
1424,0316291161,8
1424,0385720106,7
1424,0767902521,8
1424,0804106304,6
1436,044022165X,6
1650,0804106304,10
1903,0316777730,10
1903,0385722192,2
1903,0812550706,10
1996,0140272658,8
2012,0345353145,8
2012,0449221482,8
2012,0553279912,10
2012,0670892963,2
2109,055356160X,4
2116,0671004573,7
2183,0671021001,9
2216,3257218370,8
2253,0446611212,8
2354,0380814021,7
2355,0312150601,8
2379,0440224624,8
2385,0440216745,7
2385,0446604666,6
2414,0062502182,7
2503,1400034779,7
2525,8826703132,10
2552,3596122279,7
2615,0140258418,7
2638,0142000205,8
2665,0140620338,5
2738,0330287001,8
2738,0743222229,8
2936,1853811262,4
2982,0441790348,8
3026,0804106304,8
3053,3442431875,10
3099,0440211727,8
3099,0446601241,7
3099,0446610038,7
3113,0385265700,6
3460,0446605239,6
3471,014004387X,10
3538,8466303022,9
3541,0553582755,8
3739,067976402X,5
3757,8401491029,7
3844,0140287019,5
3923,0064407667,5
3923,0064407675,5
3923,0380789019,7
3923,0380977788,6
3923,0441304834,6
4059,006101351X,6
4096,0061031429,6
4098,0060977337,6
4098,0312995423,3
4098,0385504209,10
4098,0671027360,7
4114,0140167773,4
4114,0441172717,8
4144,067976402X,5
4193,0375727345,5
4225,0446310786,10
4225,0451202341,6
4225,0804106304,6
4225,1573229326,5
4303,0312282990,9
4334,0060392452,6
4334,0451177096,7
4334,8807813823,8
4339,8408043641,7
4402,0552148776,7
4435,8807814099,7
4437,8817131628,8
4483,0140126716,7
4579,0440214041,5
4669,0316601950,6
4838,351836605X,10
4845,0552994707,8
4845,0676974805,10
4937,0099149109,6
5048,0060392452,10
5048,0743237188,10
5048,0771099894,7
5091,0062502182,8
5101,0060977493,5
5127,8804476796,8
5127,8807813025,9
5127,8845290077,6
5183,0553277472,8
5297,0099771519,7
5444,8804342838,9
5476,0312278586,7
5476,0316096199,4
5476,0316666343,4
5476,0316693235,5
5476,034540761X,7
5476,0385504209,10
5476,0440225701,5
5476,0446609323,5
5476,0679439382,1
5476,0688177743,10
5555,0330306839,7
5555,0452264464,9
5555,068480087X,8
5599,0446670111,8
5649,8804342838,6
5705,0330262130,10
5770,0006550789,5
5850,0375706771,10
5882,0679775439,8
5968,0060921145,7
5981,0449003795,7
6007,0345404114,8
6007,0440224853,5
6092,0006514219,8
6092,0312150601,8
6092,0552998834,7
6092,0860074382,9
6107,3442437407,9
6178,0316569321,8
6218,0385658117,8
6238,0156006391,9
6238,0156007754,9
6238,0345361792,8
6238,0345389964,10
6238,0345424719,10
6238,0375701907,8
6238,0553377868,10
6238,0679745203,9
6238,0679751521,10
6238,0804115613,9
6242,006000438X,6
6242,0060934417,7
6242,0060958022,6
6242,0060987103,7
6242,009927583X,7
6242,0099387913,8
6242,0099394316,7
6242,009975181X,5
6242,0140277439,6
6242,0140293248,5
6242,0142001430,7
6242,0156006391,5
6242,0312150601,5
6242,0312195516,7
6242,0312243022,8
6242,0312282990,6
6242,0312291639,5
6242,0345418018,6
6242,0375706410,8
6242,0375707972,8
6242,0375726403,7
6242,0385259875,7
6242,0385259956,7
