277439,0316666343,7
277439,0671027360,7
277523,0385508042,10
277523,0440241537,10
277691,0446607657,9
277938,0446672211,9
277958,0142001740,9
278075,0452282152,8
1535,067976402X,10
2388,0142001740,6
2995,0060928336,6
3344,0671027360,8
3344,1400034779,9
3556,0385504209,10
3556,0385508042,9
3556,0671027360,10
3977,0375700757,9
3999,0385504209,10
4516,0385722206,8
5439,0060928336,8
6349,0060928336,8
6577,067976402X,9
6906,0446607657,5
7119,067976402X,9
8541,0385720106,6
8613,0060930535,10
8872,0446607657,8
10607,0385722206,10
10921,0142001740,10
10951,0385508042,9
11187,0385504209,7
11594,0060928336,8
13168,0060930535,8
13280,0375700757,8
17906,0375727345,7
17906,044023722X,10
17906,1400031354,7
19085,0345417623,8
19503,0679429220,8
19573,0060959037,10
19573,044023722X,10
19573,0452282152,9
19573,1400031354,9
25395,0679429220,8
25616,0385504209,8
28257,0446607657,5
28592,0316666343,8
28945,0449005615,10
29805,0452282152,8
29867,0312195516,10
30645,0385424728,9
30968,044023722X,8
32087,067976402X,10
36231,044023722X,5
37352,068484477X,8
37421,0671027387,8
40919,0971880107,5
43425,0060959037,10
48712,0385504209,10
49434,0446672211,8
49743,0452282152,7
50205,0385504209,9
50824,0375700757,10
51375,0971880107,3
51545,044023722X,10
52846,0380731851,9
52853,0679781587,8
54035,1400031354,8
54035,1400034779,8
54368,068484477X,8
55655,0679429220,5
56395,0671027360,8
58342,1400031354,9
58342,1400034779,10
61517,0316666343,7
61574,0385722206,8
61935,0345417623,8
62328,0446672211,8
63620,0385504209,7
63697,0440241073,9
64899,1400034779,7
66680,0380730138,5
66680,0385505833,5
66680,0385720106,6
66680,0446611867,5
66680,0679429220,6
67542,0671027360,9
68451,0871136791,10
68738,0060928336,9
69929,0345417623,7
74453,0385504209,5
74453,0449005615,7
75428,0375727345,9
76016,0312195516,9
76976,0671027387,7
77144,0446672211,7
80776,0671042262,7
82657,0449005615,6
83405,0060928336,9
89059,0385504209,7
90809,0385508042,7
91058,0385505833,5
91058,0671027360,7
91058,1400031354,9
91709,0060928336,10
92810,0345417623,5
92810,0380731851,7
92810,0385504209,9
92810,0440241073,7
92810,0671027360,6
92810,0671027387,7
92810,0671042262,9
94396,0446607657,10
95128,1400034779,7
95193,0385504209,10
98655,0971880107,2
99249,0671027387,10
99452,0385504209,8
101304,0385508042,9
101741,0440241073,9
101741,0440241537,9
101861,0971880107,5
104144,0446607657,8
104144,0671042262,10
104243,0971880107,6
104334,0446611867,9
104334,1400034779,8
107960,0060928336,10
109276,0449005615,7
109891,068484477X,10
111089,0671027360,8
113531,044023722X,8
113989,0316666343,8
117132,0446611867,10
118632,0440241537,8
119005,0452282152,6
119566,0060934417,7
119566,0312195516,10
119785,0060934417,8
121594,0385505833,6
121594,067976402X,10
121594,0871136791,10
121868,0380730138,5
121990,0316666343,7
122845,0679781587,8
123510,0385424728,9
123510,0671027360,9
123946,0060959037,9
130166,0380731851,8
132229,1400031354,7
132229,1400034779,7
134606,0060959037,10
135466,0671027360,10
142212,0671042262,5
143121,067976402X,10
143386,0385504209,10
145330,0679781587,9
145412,0060928336,9
146302,1400034779,8
146469,0385504209,10
148744,0060934417,8
148744,0316666343,8
148744,0375700757,9
148744,0380730138,8
148744,0679781587,10
148744,068484477X,8
149732,0452282152,9
149792,0385504209,9
149835,1400034779,9
150587,0060930535,8
152309,0060934417,8
152309,0142001740,10
152309,0385722206,8
152960,0871136791,9
154781,0679429220,10
155147,0060934417,7
155147,0312195516,7
155147,0385720106,5
155147,0446672211,7
155580,0316666343,8
155580,0679781587,10
157925,0385508042,6
158347,0440241537,5
160994,0375727345,9
163545,1400031354,10
163687,0385505833,5
163874,0871136791,10
165781,0671027387,7
165838,0312195516,10
165838,0671027360,10
166391,0385424728,10
166391,0385508042,9
166409,0385720106,6
166409,0871136791,8
167984,0679781587,8
168765,0385505833,10
169272,0671027387,10
170620,0449005615,8
173340,0385722206,10
173481,0440241073,7
173481,0446611867,6
174031,1400031354,9
176807,0316666343,8
177334,0446672211,8
177823,0375727345,8
181683,0971880107,1
183103,0446607657,10
183123,0871136791,5
183871,0380731851,9
183952,0060959037,8
183952,0375727345,6
183952,0679781587,7
184513,0375727345,9
184513,0385424728,6
186041,0871136791,10
186866,0446672211,8
187145,068484477X,8
187145,0871136791,8
187145,0971880107,6
187896,0060930535,9
188659,0060934417,4
188659,0060959037,9
188659,0452282152,8
190318,0316666343,10
193420,0440241537,8
193517,0440241073,6
194606,0060930535,9
194606,0452282152,9
194694,0375727345,8
195238,0316666343,7
196317,0452282152,9
196891,0060930535,5
196891,0380730138,9
197272,0345417623,10
197828,0060934417,8
198767,0440241073,9
198809,1400034779,8
198996,0142001740,10
198996,0375700757,10
198996,0679429220,9
198996,0679781587,10
199859,0385504209,7
203392,0312195516,5
204660,0316666343,10
204660,0375700757,7
205162,0312195516,8
205621,0385505833,7
207846,0671027387,5
