276744,038550120X,7
276788,0345443683,8
276788,043935806X,7
276788,055310666X,10
276832,0345446860,5
276837,0380005239,5
276957,0312966970,6
276964,0345354621,10
276964,0440220602,9
276964,0684867621,8
276964,0812550307,10
276964,0886773741,7
276964,0886774829,8
277042,0312283709,8
277042,0446605484,7
277042,0446611212,8
277042,0609804138,9
277042,074343627X,8
277042,0971880107,2
277109,0425191184,5
277143,031286504X,10
277143,0345342968,9
277143,0767903382,8
277168,0671032658,4
277170,0553285920,9
277196,0553271644,7
277197,0316969680,8
277197,0375703861,7
277197,0743229878,6
277212,044023722X,8
277220,0671015648,7
277229,0312282990,7
277230,037541309X,7
277230,0826308791,5
277235,014029628X,6
277235,0375703861,10
277243,0449005909,8
277246,0452282152,10
277257,0345422384,8
277265,0615116426,10
277281,0062501860,9
277292,1551668726,8
277293,0380721643,4
277315,0060173289,8
277315,0060976845,5
277363,0060393823,1
277363,0156027321,8
277364,0553576801,5
277402,051511605X,6
277469,0553572997,9
277502,0385482388,9
277506,0553148001,10
277517,0452282152,8
277527,0316777722,10
277527,0375707166,9
277527,0679439382,7
277527,0679723161,8
277529,0064400557,8
277533,0452268060,7
277533,0679734775,6
277535,0316601950,9
277586,0312202318,2
277589,0425125467,8
277589,0553263226,9
277598,0375707972,8
277601,0312421273,3
277601,0679771476,7
277647,067976397X,8
277662,051510566X,5
277662,0743206061,4
277662,087542127X,5
277682,0060096209,7
277696,0449208281,9
277698,0316769487,6
277698,0425171396,8
277722,0061031070,7
277722,0449005615,10
277722,0804114986,8
277743,0446310786,9
277744,0061031550,8
277744,0312421273,7
277744,0345339681,3
277744,0440235162,5
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277807,0345443284,5
277873,0395977894,10
277873,0553575538,6
277873,0679781587,10
277873,0767903579,7
277898,1558744606,8
277903,0440226430,8
277915,0452269571,8
277915,0671510053,7
277923,0385492081,9
277945,0312974256,6
277945,0312983301,6
277945,0446610550,7
277945,0451203771,8
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277965,0316789089,5
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0446526126,8
277965,0679457526,9
277965,0679781587,9
277965,0684874350,10
277965,0786866845,9
277965,0786881852,7
277965,0895261901,10
277984,0345386108,10
277984,0446611778,10
277989,1558745157,6
277997,067976402X,8
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278044,0553564528,7
278106,0140244824,9
278131,0060958022,8
278159,0385318073,5
278160,044022425X,8
278162,059035342X,10
278185,0060198346,7
278185,0142000205,4
278188,0156005891,8
278188,0373218192,7
278188,0373244487,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0671644475,5
278188,0743410181,6
278188,080410946X,8
278194,0060926317,8
278194,0140280553,5
278194,0156007819,3
278194,0156011042,7
278194,0345423135,9
278194,0385334923,7
278194,0385498802,4
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0688177859,9
278194,0802139256,6
278197,0553574671,7
278202,0060198346,3
278202,014025448X,2
278202,0385319568,9
278202,0385324057,3
278202,0385497466,3
278202,0446527017,1
278202,0446527130,8
278202,0671510126,10
278202,0743206029,8
278246,0618129030,8
278255,0440241162,8
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278297,0743418719,9
278314,0140309578,8
278314,0385319959,7
278314,0399146431,7
278314,0679445315,7
278314,1573221775,2
278333,0440225701,10
278336,0312275420,9
278346,0345334531,6
278346,051513287X,6
278390,0380730847,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,080410753X,9
278418,0345352459,7
278418,0394800168,10
278418,0394820371,8
278418,042513525X,5
278418,0425140032,5
278418,0425178102,7
278418,042518630X,7
278418,0440207622,7
278418,0515130389,8
278418,0515131229,8
278418,0671775715,6
278418,0786862572,5
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278449,0312978340,8
278483,0380731851,8
278487,0553578693,10
278500,0425167720,5
278520,0316693251,8
278522,0312955006,7
278522,0440225590,7
278522,0743225406,5
278534,044900371X,6
278535,0061094129,10
278535,0425178765,8
278535,0425182878,9
278535,0440221595,7
278535,0446605484,10
278535,0446610038,10
278535,0446611212,9
278535,0449003787,9
278535,0449219461,8
278535,0553213180,6
278536,0312113420,6
278543,0446605239,5
278543,0553096834,7
278545,0440200989,9
278550,0345339703,10
278561,0446612545,7
278582,0312980140,7
278582,0312983298,3
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345350499,10
278582,0425191583,8
278582,0449221512,8
